event_id,is_anomalous,anomaly_type,severity,generation_reason
EVT_000460,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_000461,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_000462,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_000463,False,NORMAL,none,Standard event within normal baseline
EVT_000464,False,NORMAL,none,Standard event within normal baseline
EVT_000465,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_000466,False,NORMAL,none,Standard event within normal baseline
EVT_000467,False,NORMAL,none,Standard event within normal baseline
EVT_000468,False,NORMAL,none,Standard event within normal baseline
EVT_000469,False,NORMAL,none,Standard event within normal baseline
EVT_000470,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_000471,False,NORMAL,none,Standard event within normal baseline
EVT_000472,False,NORMAL,none,Standard event within normal baseline
EVT_000473,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_000474,False,NORMAL,none,Standard event within normal baseline
EVT_000475,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_000476,False,NORMAL,none,Standard event within normal baseline
EVT_000477,False,NORMAL,none,Standard event within normal baseline
EVT_000478,False,NORMAL,none,Standard event within normal baseline
EVT_000479,False,NORMAL,none,Standard event within normal baseline
EVT_000480,False,NORMAL,none,Standard event within normal baseline
EVT_000481,False,NORMAL,none,Standard event within normal baseline
EVT_000482,False,NORMAL,none,Standard event within normal baseline
EVT_000483,False,NORMAL,none,Standard event within normal baseline
EVT_000484,False,NORMAL,none,Standard event within normal baseline
EVT_000485,False,NORMAL,none,Standard event within normal baseline
EVT_000486,False,NORMAL,none,Standard event within normal baseline
EVT_000487,False,NORMAL,none,Standard event within normal baseline
EVT_000488,False,NORMAL,none,Standard event within normal baseline
EVT_000489,False,NORMAL,none,Standard event within normal baseline
EVT_000490,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_000491,False,NORMAL,none,Standard event within normal baseline
EVT_000492,False,NORMAL,none,Standard event within normal baseline
EVT_000493,False,NORMAL,none,Standard event within normal baseline
EVT_000494,False,NORMAL,none,Standard event within normal baseline
EVT_000495,False,NORMAL,none,Standard event within normal baseline
EVT_000496,False,NORMAL,none,Standard event within normal baseline
EVT_000497,False,NORMAL,none,Standard event within normal baseline
EVT_000498,False,NORMAL,none,Standard event within normal baseline
EVT_000499,False,NORMAL,none,Standard event within normal baseline
EVT_000500,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_000501,False,NORMAL,none,Standard event within normal baseline
EVT_000502,False,NORMAL,none,Standard event within normal baseline
EVT_000503,False,NORMAL,none,Standard event within normal baseline
EVT_000504,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_000505,False,NORMAL,none,Standard event within normal baseline
EVT_000506,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_000507,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_000508,False,NORMAL,none,Standard event within normal baseline
EVT_000509,False,NORMAL,none,Standard event within normal baseline
EVT_000510,False,NORMAL,none,Standard event within normal baseline
EVT_000511,False,NORMAL,none,Standard event within normal baseline
EVT_000512,False,NORMAL,none,Standard event within normal baseline
EVT_000513,False,NORMAL,none,Standard event within normal baseline
EVT_000514,False,NORMAL,none,Standard event within normal baseline
EVT_000515,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_000516,False,NORMAL,none,Standard event within normal baseline
EVT_000517,False,NORMAL,none,Standard event within normal baseline
EVT_000518,False,NORMAL,none,Standard event within normal baseline
EVT_000519,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_000520,False,NORMAL,none,Standard event within normal baseline
EVT_000521,False,NORMAL,none,Standard event within normal baseline
EVT_000522,False,NORMAL,none,Standard event within normal baseline
EVT_000523,False,NORMAL,none,Standard event within normal baseline
EVT_000524,False,NORMAL,none,Standard event within normal baseline
EVT_000525,False,NORMAL,none,Standard event within normal baseline
EVT_000526,False,NORMAL,none,Standard event within normal baseline
EVT_000527,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_000528,False,NORMAL,none,Standard event within normal baseline
EVT_000529,False,NORMAL,none,Standard event within normal baseline
EVT_000530,False,NORMAL,none,Standard event within normal baseline
EVT_000531,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_000532,False,NORMAL,none,Standard event within normal baseline
EVT_000533,False,NORMAL,none,Standard event within normal baseline
EVT_000534,False,NORMAL,none,Standard event within normal baseline
EVT_000535,False,NORMAL,none,Standard event within normal baseline
EVT_000536,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_000537,False,NORMAL,none,Standard event within normal baseline
EVT_000538,False,NORMAL,none,Standard event within normal baseline
EVT_000539,False,NORMAL,none,Standard event within normal baseline
EVT_000540,False,NORMAL,none,Standard event within normal baseline
EVT_000541,False,NORMAL,none,Standard event within normal baseline
EVT_000542,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_000543,False,NORMAL,none,Standard event within normal baseline
EVT_000544,False,NORMAL,none,Standard event within normal baseline
EVT_000545,False,NORMAL,none,Standard event within normal baseline
EVT_000546,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_000547,False,NORMAL,none,Standard event within normal baseline
EVT_000548,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_000549,False,NORMAL,none,Standard event within normal baseline
EVT_000550,False,NORMAL,none,Standard event within normal baseline
EVT_000551,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_000552,False,NORMAL,none,Standard event within normal baseline
EVT_000553,False,NORMAL,none,Standard event within normal baseline
EVT_000554,False,NORMAL,none,Standard event within normal baseline
EVT_000555,False,NORMAL,none,Standard event within normal baseline
EVT_000556,False,NORMAL,none,Standard event within normal baseline
EVT_000557,False,NORMAL,none,Standard event within normal baseline
EVT_000558,False,NORMAL,none,Standard event within normal baseline
EVT_000559,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_000560,False,NORMAL,none,Standard event within normal baseline
EVT_000561,False,NORMAL,none,Standard event within normal baseline
EVT_000562,False,NORMAL,none,Standard event within normal baseline
EVT_000563,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_000564,False,NORMAL,none,Standard event within normal baseline
EVT_000565,False,NORMAL,none,Standard event within normal baseline
EVT_000566,False,NORMAL,none,Standard event within normal baseline
EVT_000567,False,NORMAL,none,Standard event within normal baseline
EVT_000568,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_000569,False,NORMAL,none,Standard event within normal baseline
EVT_000570,False,NORMAL,none,Standard event within normal baseline
EVT_000571,False,NORMAL,none,Standard event within normal baseline
EVT_000572,False,NORMAL,none,Standard event within normal baseline
EVT_000573,False,NORMAL,none,Standard event within normal baseline
EVT_000574,False,NORMAL,none,Standard event within normal baseline
EVT_000575,False,NORMAL,none,Standard event within normal baseline
EVT_000576,False,NORMAL,none,Standard event within normal baseline
EVT_000577,False,NORMAL,none,Standard event within normal baseline
EVT_000578,False,NORMAL,none,Standard event within normal baseline
EVT_000579,False,NORMAL,none,Standard event within normal baseline
EVT_000580,False,NORMAL,none,Standard event within normal baseline
EVT_000581,False,NORMAL,none,Standard event within normal baseline
EVT_000582,False,NORMAL,none,Standard event within normal baseline
EVT_000583,False,NORMAL,none,Standard event within normal baseline
EVT_000584,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_000585,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_000586,False,NORMAL,none,Standard event within normal baseline
EVT_000587,False,NORMAL,none,Standard event within normal baseline
EVT_000588,False,NORMAL,none,Standard event within normal baseline
EVT_000589,False,NORMAL,none,Standard event within normal baseline
EVT_000590,False,NORMAL,none,Standard event within normal baseline
EVT_000591,False,NORMAL,none,Standard event within normal baseline
EVT_000592,False,NORMAL,none,Standard event within normal baseline
EVT_000593,False,NORMAL,none,Standard event within normal baseline
EVT_000594,False,NORMAL,none,Standard event within normal baseline
EVT_000595,False,NORMAL,none,Standard event within normal baseline
EVT_000596,False,NORMAL,none,Standard event within normal baseline
EVT_000597,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_000598,False,NORMAL,none,Standard event within normal baseline
EVT_000599,False,NORMAL,none,Standard event within normal baseline
EVT_000600,False,NORMAL,none,Standard event within normal baseline
EVT_000601,False,NORMAL,none,Standard event within normal baseline
EVT_000602,False,NORMAL,none,Standard event within normal baseline
EVT_000603,False,NORMAL,none,Standard event within normal baseline
EVT_000604,False,NORMAL,none,Standard event within normal baseline
EVT_000605,False,NORMAL,none,Standard event within normal baseline
EVT_000606,False,NORMAL,none,Standard event within normal baseline
EVT_000607,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_000608,False,NORMAL,none,Standard event within normal baseline
EVT_000609,False,NORMAL,none,Standard event within normal baseline
EVT_000610,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_000611,False,NORMAL,none,Standard event within normal baseline
EVT_000612,False,NORMAL,none,Standard event within normal baseline
EVT_000613,False,NORMAL,none,Standard event within normal baseline
EVT_000614,False,NORMAL,none,Standard event within normal baseline
EVT_000615,False,NORMAL,none,Standard event within normal baseline
EVT_000616,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_000617,False,NORMAL,none,Standard event within normal baseline
EVT_000618,False,NORMAL,none,Standard event within normal baseline
EVT_000619,False,NORMAL,none,Standard event within normal baseline
EVT_000620,False,NORMAL,none,Standard event within normal baseline
EVT_000621,False,NORMAL,none,Standard event within normal baseline
EVT_000622,False,NORMAL,none,Standard event within normal baseline
EVT_000623,False,NORMAL,none,Standard event within normal baseline
EVT_000624,False,NORMAL,none,Standard event within normal baseline
EVT_000625,False,NORMAL,none,Standard event within normal baseline
EVT_000626,False,NORMAL,none,Standard event within normal baseline
EVT_000627,False,NORMAL,none,Standard event within normal baseline
EVT_000628,False,NORMAL,none,Standard event within normal baseline
EVT_000629,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_000630,False,NORMAL,none,Standard event within normal baseline
